Route,Average of scheduledrunning,MIN,KEY/NONKEY,#ofSamples,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
350,305.34,5.09,NK,5795,-0.0360,0.0016,-0.0849,0.0583,0.0147,-0.0151,-0.0337,-0.0028,-0.1165,0.0693,0.1046,0.0594,-0.0084,-0.0156,-0.0305,0.0932,-0.0709,-0.1310
109,222.68,3.71,NK,5755,0.0094,0.0296,-0.0516,-0.0157,0.0891,0.1725,0.2530,0.2010,0.1235,0.1201,0.2223,0.2657,0.0614,-0.0378,-0.0370,-0.0161,-0.0393,-0.0468
41,271.72,4.53,NK,5705,0.2231,0.1601,0.4605,0.1060,0.1652,0.1953,0.2059,0.2247,0.1242,0.2579,0.2369,0.3782,0.1104,0.2204,0.1580,-0.0744,,
220,251.44,4.19,NK,5662,0.0268,0.0520,0.0984,0.1273,0.0312,0.0186,0.0835,0.0825,0.0527,0.1017,0.0126,0.0590,0.0398,-0.0338,0.0331,0.0858,0.0358,0.0391
230,253.17,4.22,NK,5521,0.0454,0.1007,0.0634,0.0472,0.0644,0.0956,0.0809,0.0583,0.1085,0.1560,0.1586,0.1984,0.1036,0.0527,0.0360,0.0402,0.0336,-0.0015
215,199.57,3.33,NK,5505,0.0701,0.1957,0.0739,0.0075,-0.0435,-0.0103,0.1105,0.0489,0.0454,0.0692,0.1516,0.2734,0.0460,0.1262,0.0069,0.1281,0.0708,-0.0097
96,224.8,3.75,NK,5485,0.0257,0.0970,0.1687,0.0866,-0.0327,-0.0207,0.0362,0.0521,-0.0458,0.0769,0.0798,0.0906,0.0918,0.0496,-0.0489,-0.0658,-0.0276,-0.0054
93,278.54,4.64,NK,5474,0.0471,0.0503,0.0763,-0.0247,0.0670,0.0586,0.1165,0.1084,-0.0144,0.1356,0.1987,0.2541,0.2541,0.0099,0.0257,-0.0036,-0.0257,-0.0993
43,213.09,3.55,NK,5043,0.1654,0.1983,0.2294,0.1543,0.1085,0.0604,0.1396,0.0499,0.1267,0.0745,0.1032,0.1003,0.1220,0.0610,0.1566,0.0000,0.0821,0.0411
106,294.4,4.91,NK,5008,-0.0212,0.0727,0.1879,0.0177,0.0301,0.0274,0.2070,0.0740,0.1764,0.1740,0.0878,0.2134,0.0705,0.1079,0.0787,0.0359,-0.0292,-0.0212
134,318.4,5.31,NK,4933,0.1404,0.0978,0.1070,0.0761,0.0382,0.1300,0.1108,0.0913,-0.0116,0.0122,0.0665,0.1123,0.0491,-0.0445,-0.0117,0.0853,0.0319,0.0063
78,234.77,3.91,NK,4869,0.0560,0.1843,0.1182,0.0882,0.0289,0.0146,0.0070,0.0125,0.0359,0.0718,0.1049,0.0770,0.0025,0.0067,0.0672,-0.0231,0.0526,0.0356
35,302.58,5.04,NK,4734,0.1175,0.1911,0.2475,0.0909,-0.0022,0.0881,0.1031,0.0342,0.0581,0.0875,0.0851,0.0609,0.0760,0.0094,-0.0479,-0.1058,,
80,269.82,4.5,NK,4732,0.1004,0.2236,0.1433,0.0825,-0.0272,-0.0244,-0.0321,0.0729,0.0843,0.1510,0.1807,0.2539,0.1103,0.0834,-0.0025,-0.0500,0.0380,0.0482
455,337.82,5.63,NK,4682,0.0866,0.0755,0.0853,0.1245,0.0204,0.0357,0.0875,0.0586,0.0752,0.1614,0.0927,0.0700,0.0315,-0.0102,0.0256,0.0898,0.0826,0.0247
238,272.05,4.53,NK,4564,0.0751,0.1144,0.1176,0.0831,0.0378,0.0635,0.1060,0.0558,0.1387,0.1930,0.1453,0.2197,0.0903,0.1141,0.0043,0.0818,-0.0030,-0.0747
222,289.19,4.82,NK,4488,0.0409,0.0833,0.0533,0.1752,0.0635,0.1407,0.1221,0.1085,0.1801,0.0747,0.1428,0.1115,0.0908,-0.0187,0.0584,0.0605,0.0405,-0.0508
746,131.35,2.19,NK,4314,-0.0939,-0.1472,-0.1421,-0.1231,-0.0660,,,,,-0.1688,-0.1142,-0.0952,-0.1117,-0.2969,-0.2385,-0.0495,-0.2030,
89,293.97,4.9,NK,4310,0.0344,0.1269,0.1221,0.0517,-0.0337,0.0041,-0.0054,0.0259,0.0263,-0.0139,0.0585,0.1544,0.0398,0.0194,-0.0601,-0.0193,-0.1746,0.0363
104,295.99,4.93,NK,4299,0.0061,-0.0311,-0.0503,0.0088,0.0997,0.1889,0.2892,0.2436,0.0997,0.0862,0.1943,0.2889,0.1203,0.0500,0.0605,0.1024,0.0291,0.0429
17,270.02,4.5,NK,4262,0.0745,0.0819,0.1111,0.0648,0.1366,0.1634,0.0319,0.1481,0.0843,0.1551,0.2079,0.1477,0.0204,0.0287,0.0366,0.0528,-0.0611,
450,421.04,7.02,NK,4231,0.0929,-0.0272,-0.0229,-0.0859,-0.0160,0.1510,0.0117,0.0662,0.0517,0.0572,0.0879,0.0203,-0.0499,-0.0099,-0.0102,0.1248,0.0776,0.1176
426,396.76,6.61,NK,4192,-0.0098,0.0304,-0.0837,-0.0029,0.0502,0.0006,0.1016,0.1357,0.0211,0.1881,0.0016,0.1455,0.0630,-0.0320,0.0544,0.0892,0.0141,0.0050
504,337.98,5.63,NK,4102,-0.0854,-0.0048,0.2437,0.1038,0.0601,0.0405,0.1033,0.1302,0.0636,0.0223,0.0376,0.0407,0.1239,0.0562,0.0769,,,
51,302.73,5.05,NK,4027,0.0550,0.0979,0.0226,0.0691,-0.0063,0.0617,0.0454,0.0801,0.1079,-0.0613,0.1167,0.1005,0.0864,0.0710,-0.0063,-0.0168,-0.0727,
108,337.67,5.63,NK,4003,0.0817,0.1457,-0.0038,-0.0311,0.1081,0.0767,0.0764,0.0121,0.0544,0.1531,0.1750,0.2328,0.1664,0.1037,-0.0015,-0.0391,0.0311,0.0373
505,334.15,5.57,NK,3976,-0.0076,0.1339,0.1438,0.1209,0.0419,0.0618,,,,0.0970,0.0292,0.1397,0.1641,0.0343,-0.0464,,,
120,352.16,5.87,NK,3899,0.1533,-0.2243,0.0760,0.0376,0.0827,0.1164,0.0706,0.1061,0.1663,0.1732,0.2463,0.3383,0.0866,-0.0163,0.0763,0.0934,0.0632,-0.0564
65,310.41,5.17,NK,3855,0.0220,-0.1324,-0.0120,0.0255,-0.0041,0.0905,0.1962,0.1423,0.1060,0.1233,0.0214,0.1028,0.0846,0.0287,0.0272,-0.0193,,
42,280.09,4.67,NK,3831,0.0631,0.0524,0.1529,0.1089,-0.0143,-0.0083,0.0940,0.1297,0.1196,0.0922,0.1857,0.3368,0.0988,0.0196,0.0607,0.0661,0.0643,-0.0167
72,167.36,2.79,NK,3769,0.0022,0.0783,0.3622,0.0456,-0.0590,0.0284,0.0336,0.0209,-0.0478,0.0232,0.0202,0.1755,0.0187,0.0851,-0.0635,-0.0807,-0.1300,-0.1815
94,223.92,3.73,NK,3691,0.0362,0.3621,0.2831,0.1032,0.1353,0.0661,0.1652,0.0585,0.1554,0.1273,0.2840,0.2461,0.1541,0.0371,0.0036,0.0782,0.1085,0.0473
62,283.64,4.73,NK,3596,0.0114,0.1756,0.2047,0.2514,0.0533,0.0071,0.1496,0.1135,0.0513,0.2080,0.1360,0.2578,0.1600,0.1827,0.0907,0.0261,,
708,250.21,4.17,NK,3549,0.0137,0.1184,0.0809,0.1260,0.0689,0.1297,0.1983,0.2486,0.1082,0.3283,0.2217,0.2204,-0.0486,-0.0068,0.0575,,,
38,208.94,3.48,NK,3536,0.1484,0.1771,0.2723,0.0976,0.0799,0.1565,0.0861,-0.2835,-0.3608,0.2211,0.1967,0.2537,0.1072,0.0144,0.0511,-0.0782,-0.0038,0.1101
76,287.44,4.79,NK,3423,0.0717,0.0684,0.0874,0.0642,0.0190,0.0543,0.0557,0.0353,-0.0079,-0.0246,-0.1074,0.1380,0.1232,0.1202,0.0038,0.0509,0.0147,
74,202.38,3.37,NK,3391,0.1853,0.3150,0.1952,0.1009,0.2145,0.2318,0.1503,0.0774,0.1412,0.1717,0.0754,0.0441,0.0412,0.1141,,-0.0029,-0.0729,0.0103
30,310.32,5.17,NK,3390,-0.0451,0.0145,0.0653,0.0777,-0.0479,0.0475,0.0878,0.0105,0.0842,0.1575,0.2284,0.1668,0.2421,-0.0153,0.0282,0.1039,0.0435,0.0185
37,296.2,4.94,NK,3352,-0.0210,-0.0461,0.0010,0.0325,-0.0017,0.1023,0.0823,-0.0325,0.0000,-0.0432,0.0908,0.0648,0.0689,-0.0008,0.0574,,,
14,327.6,5.46,NK,3308,0.0392,-0.0100,-0.0405,0.0438,-0.0516,0.0750,0.1163,0.0452,-0.0086,0.0380,0.1012,0.1737,0.0341,-0.1012,,,,
216,245.39,4.09,NK,3297,-0.0072,0.0638,-0.0367,0.0190,-0.0278,0.0129,0.0523,0.0659,0.0718,0.0774,0.0509,0.0897,0.1050,0.1234,0.0309,0.0728,0.0879,-0.0099
99,303.41,5.06,NK,3262,0.1526,0.2231,0.2119,0.1111,0.0204,0.0320,0.2142,0.1368,0.1216,0.1061,0.2940,0.2861,0.1170,0.0363,-0.0257,-0.0369,-0.0300,-0.0369
92,270.13,4.5,NK,3261,-0.0440,-0.0102,0.0296,-0.1207,0.0085,0.0570,0.0500,0.1488,-0.0167,0.1325,0.0270,0.0750,0.0463,-0.0241,0.0364,-0.0796,-0.0222,
83,310.88,5.18,NK,3254,0.0442,0.1359,0.2067,0.1383,0.0985,0.0446,0.0796,0.1057,-0.2034,0.2674,0.2831,0.1998,0.0121,0.0418,-0.0680,0.0133,0.1250,0.0185
69,318.25,5.3,NK,3178,-0.0105,0.1561,0.1215,0.1100,0.1100,0.1655,0.2268,0.2168,-0.1383,0.1023,0.1634,0.2823,0.0780,0.0388,0.0477,0.0089,0.0178,0.0100
79,201.28,3.35,NK,3161,0.0368,0.0616,0.0586,0.1128,0.0114,0.0651,0.0790,0.0586,0.1744,0.1043,0.1684,0.2757,0.1177,0.0532,0.0830,0.0338,-0.0497,
100,182.75,3.05,NK,3160,-0.0292,0.1990,0.2305,0.1012,0.0349,0.0089,0.0335,0.0561,0.0034,0.0876,0.0862,0.0964,0.0903,0.0906,0.0944,0.1074,-0.0315,-0.0404
459,389.53,6.49,NK,3150,0.0747,0.0851,-0.0315,-0.0273,0.0200,-0.0189,-0.0061,0.0514,-0.0196,0.0541,0.1218,0.1717,0.1239,0.1259,0.2441,,,
429,484.61,8.08,NK,3025,-0.0272,0.0808,0.0578,-0.0068,-0.0287,0.0541,0.1408,0.0850,0.0121,0.0224,0.1307,0.2187,0.0606,0.0335,-0.0134,0.0093,0.0320,0.0227
52,247.37,4.12,NK,3007,-0.0809,0.1284,0.0344,0.0073,0.0852,0.1107,0.2903,0.2405,0.1824,0.0863,0.1471,0.2793,0.1363,0.0126,0.0162,,,
AVG,,,,,0.0479,0.0914,0.0974,0.0713,0.0540,0.0749,0.1022,0.0748,0.0690,0.1067,0.1230,0.1653,0.0798,0.0369,0.0278,0.0329,0.0222,0.0196
AVG,,,K,,0.0489,0.0784,0.0842,0.0688,0.0637,0.0779,0.0772,0.0404,0.0698,0.0645,0.0837,0.1472,0.0646,0.0255,0.0210,0.0426,0.0276,0.0335
AVG,,,NK,,0.0477,0.0938,0.0999,0.0718,0.0522,0.0743,0.1070,0.0813,0.0688,0.1145,0.1303,0.1686,0.0826,0.0390,0.0290,0.0308,0.0210,0.0161
